source,stress_score,academic_workload_score,study_time_score,sleep_hours_score,stress_trend,workload_trend,study_trend,sleep_trend,mfbi_score,burnout_risk_level,next_week_number
synthetic_balance,8.3,4.12,1.47,23.07,-1.8943,-0.4565,-0.7288,6.1728,0.2289,Low,3.0
synthetic,37.14,1.7,0.69,93.81,-4.8,-0.59,1.32,16.29,0.5236,Moderate,
real,15.0,5.63,9.63,55.0,9.0,5.63,-0.3699999999999992,25.0,0.4683,High,3.0
synthetic_balance,29.8,4.91,8.58,82.79,2.6513,-0.0733,-0.5823,4.7994,0.6979,High,2.0
synthetic_balance,13.12,0.53,0.75,45.43,-0.4691,0.5415,-0.1547,-4.1984,0.2416,Low,2.0
synthetic_balance,7.16,0.21,3.57,20.82,-1.9202,0.5337,-0.2431,-0.6306,0.186,Low,3.0
real,21.0,5.0,15.25,40.0,-2.0,0.6200000000000001,3.119999999999999,0.0,0.5087,Moderate,4.0
real,21.0,4.38,13.13,50.0,11.0,1.25,6.250000000000001,30.0,0.4971,High,4.0
synthetic_balance,5.14,0.38,4.7,45.17,-2.685,1.1812,0.3707,12.266,0.2332,Low,2.0
synthetic,13.66,6.7,8.89,82.22,1.96,-0.01,-0.57,-2.41,0.6436,Moderate,
synthetic_balance,11.14,2.03,9.49,31.12,-0.8941,-0.1564,-1.3144,-3.812,0.3968,Low,2.0
synthetic_balance,12.63,4.39,8.12,4.93,-2.657,0.1219,-0.3491,-11.5868,0.3844,Low,2.0
synthetic,34.73,7.27,9.81,19.31,-3.57,0.49,0.41,-1.5,0.6515,Moderate,
real,20.0,5.63,9.63,50.0,0.0,0.0,0.0,0.0,0.4871,High,4.0
synthetic_balance,23.17,7.39,11.82,68.19,-1.3248,-0.1349,-0.1228,-12.5729,0.7578,High,2.0
real,7.0,2.5,3.75,20.0,-5.0,0.6200000000000001,-6.25,0.0,0.1937,Moderate,4.0
real,10.0,2.5,6.88,10.0,0.0,0.0,0.0,0.0,0.2188,Moderate,4.0
synthetic,4.3,1.13,7.86,50.78,5.17,0.6,1.27,8.62,0.3458,Moderate,
synthetic_balance,30.16,9.66,7.22,68.1,-2.4011,-0.8922,0.125,-0.3675,0.7766,High,3.0
real,20.0,4.38,9.63,40.0,0.0,0.0,0.0,0.0,0.4308,Low,4.0
real,7.0,3.13,9.63,15.0,0.0,0.0,0.0,0.0,0.2558,Low,4.0
synthetic,32.81,7.42,3.32,82.29,1.26,-0.32,-1.27,9.82,0.6655,Moderate,
synthetic,25.36,1.41,6.12,45.38,0.12,0.65,0.05,-0.4,0.4345,Moderate,
synthetic_balance,24.88,5.32,11.57,83.74,2.2394,1.2691,1.3623,-4.6543,0.7138,High,2.0
synthetic,28.82,2.61,1.71,22.01,2.67,-0.32,0.15,-7.29,0.3361,Low,
synthetic,16.89,1.22,4.8,55.82,-3.68,-0.19,0.25,7.14,0.3754,Low,
synthetic_balance,21.1,0.99,7.11,31.1,1.1821,-0.475,0.3424,-2.5853,0.3657,Low,3.0
synthetic,4.08,0.87,1.7,6.17,-4.61,-0.52,1.09,10.04,0.098,Low,
synthetic_balance,35.44,8.7,4.45,56.11,4.0918,2.0286,-0.7302,-4.1324,0.692,High,2.0
synthetic_balance,28.3,8.83,10.49,87.26,-1.4021,0.0853,1.0583,19.7807,0.8399,High,3.0
synthetic_balance,29.78,2.63,1.94,30.34,4.5263,0.3114,0.0419,1.225,0.3116,Low,2.0
real,28.0,8.13,15.25,85.0,7.0,1.8800000000000008,0.0,35.0,0.7433,High,4.0
synthetic,17.86,8.59,7.93,27.89,1.69,-0.53,0.19,-5.36,0.5613,Moderate,
synthetic_balance,30.01,7.17,16.0,91.3,20.2698,6.399,8.4909,70.2829,0.7669,Low,4.0
real,31.0,8.13,21.88,60.0,0.0,0.0,0.0,0.0,0.7658,Moderate,2.0
real,29.0,6.88,21.88,70.0,0.0,0.0,0.0,0.0,0.7471,High,4.0
synthetic_balance,5.31,0.34,5.71,23.7,-0.1172,0.8782,0.4635,3.1758,0.2593,Low,2.0
real,17.0,6.25,18.38,50.0,4.0,4.37,8.379999999999999,35.0,0.5713,High,3.0
synthetic_balance,31.42,2.31,9.0,6.41,-1.0037,-1.9308,-0.6352,-4.4287,0.4694,Low,2.0
synthetic,23.61,3.49,9.46,40.52,4.1,-1.17,-1.64,-0.45,0.533,Moderate,
synthetic,24.15,0.83,6.18,36.73,-2.69,0.08,-0.7,17.0,0.3922,Moderate,
real,15.0,5.63,18.38,45.0,-6.0,0.0,5.629999999999999,-10.0,0.5308,Low,4.0
synthetic,18.53,7.75,4.37,45.47,-1.37,-0.21,-0.49,-2.07,0.5144,Moderate,
synthetic,31.05,8.74,8.01,45.12,0.59,-0.26,0.61,7.69,0.6922,High,
real,10.0,1.88,1.25,25.0,0.0,0.0,0.0,0.0,0.1845,Moderate,2.0
synthetic,39.85,0.86,11.65,68.07,3.34,0.21,-0.73,12.43,0.6835,High,
real,13.0,3.13,7.5,30.0,4.0,0.6299999999999999,0.6200000000000001,-5.0,0.3095,Low,3.0
synthetic_balance,21.36,7.97,11.83,74.34,-1.9975,0.1366,0.0872,-8.3199,0.7623,High,2.0
synthetic,21.42,4.33,4.46,67.36,2.78,-0.08,-0.61,3.16,0.5034,Moderate,
synthetic,0.72,5.26,6.16,1.22,-0.53,0.39,-0.97,-11.0,0.2672,Low,
synthetic,23.86,7.96,3.46,70.55,1.24,0.72,1.2,8.93,0.5967,Moderate,
synthetic_balance,32.09,7.88,11.8,62.02,-0.6822,-1.0368,1.2036,2.1393,0.7732,High,2.0
synthetic,12.38,4.56,7.72,9.2,0.72,0.68,1.29,-6.47,0.3752,Moderate,
synthetic_balance,35.96,5.24,11.97,94.49,-3.5049,1.321,0.341,1.7263,0.8289,High,2.0
synthetic_balance,36.54,6.47,3.75,97.79,-0.6994,-0.2195,0.8905,9.7183,0.7027,High,2.0
real,10.0,3.13,7.5,20.0,-5.0,0.6299999999999999,0.0,0.0,0.2658,Moderate,3.0
synthetic,1.38,7.7,4.14,60.27,0.23,-0.8,-1.07,4.9,0.4381,Moderate,
real,17.0,4.38,12.75,50.0,2.0,-1.87,5.87,-20.0,0.4683,Low,3.0
synthetic_balance,40.0,8.17,8.5,58.77,1.5359,-0.7935,-0.9481,1.7474,0.7695,High,2.0
synthetic_balance,34.9,9.22,9.02,88.97,4.7429,0.5699,-0.4544,6.902,0.8157,High,3.0
synthetic_balance,39.04,2.54,2.72,11.56,1.8812,1.134,0.7068,-22.1852,0.3976,Moderate,2.0
synthetic_balance,36.55,5.76,9.57,69.82,-0.9237,0.0788,1.5394,-14.1634,0.7553,High,3.0
synthetic,36.94,5.73,2.03,37.65,-2.39,0.16,-0.02,10.87,0.5104,Moderate,
synthetic,20.29,7.4,9.35,14.86,3.33,0.04,0.11,-4.61,0.5439,Moderate,
synthetic,38.1,3.82,9.23,90.05,-3.1,-0.24,-1.05,-14.9,0.7511,Moderate,
real,25.0,8.13,19.0,70.0,0.0,0.0,0.0,0.0,0.7245,Moderate,2.0
real,30.0,6.88,19.0,70.0,3.0,0.0,3.119999999999999,-25.0,0.7245,High,3.0
synthetic,33.71,2.31,10.91,75.08,4.59,-0.34,0.42,11.67,0.6835,High,
real,16.0,3.13,6.88,35.0,1.0,-1.87,0.0,-15.0,0.3346,Low,3.0
synthetic_balance,27.34,5.92,9.25,67.57,1.0435,-0.106,1.6394,2.7432,0.6974,High,2.0
real,12.0,1.88,10.0,20.0,-3.0,-5.0,-5.25,-50.0,0.272,Low,3.0
synthetic,33.24,8.78,1.7,54.45,-1.56,-0.2,0.66,11.34,0.5987,Moderate,
synthetic_balance,37.79,9.29,6.47,23.54,1.1013,0.1905,1.1891,-0.7528,0.6485,High,2.0
synthetic,34.99,1.93,3.25,48.46,-5.26,1.37,1.02,-10.54,0.4556,Moderate,
synthetic_balance,4.71,2.06,7.77,6.89,-5.1399,1.0568,-0.5032,-4.2356,0.2691,Low,3.0
real,8.0,1.88,9.63,45.0,0.0,0.0,0.0,0.0,0.3058,Low,2.0
synthetic_balance,0.0,8.14,0.28,36.45,4.0164,-0.3845,0.2674,0.1164,0.2764,Low,2.0
real,11.0,1.88,10.0,20.0,-23.0,-5.0,-8.379999999999999,-60.0,0.2658,Moderate,3.0
synthetic,36.17,2.76,1.52,69.08,-1.42,1.04,1.65,0.24,0.4996,Moderate,
synthetic_balance,40.0,9.58,4.43,35.18,-0.5339,0.4245,0.0518,3.4162,0.6848,High,2.0
synthetic,31.86,4.39,6.81,2.34,0.42,1.51,-0.35,1.88,0.4566,Moderate,
synthetic,11.53,1.09,10.89,7.74,0.9,-0.06,1.22,1.16,0.3456,Low,
real,25.0,6.25,21.88,75.0,0.0,0.0,0.0,0.0,0.7188,Moderate,4.0
real,31.0,8.13,25.0,90.0,0.0,0.0,0.0,0.0,0.872,Low,4.0
synthetic_balance,34.75,4.86,11.38,69.52,-4.1237,-0.2034,-0.0202,-12.6207,0.7583,High,2.0
synthetic_balance,37.06,10.0,7.01,21.29,1.4424,0.3553,1.2398,5.0317,0.6571,High,2.0
real,21.0,5.0,10.0,70.0,-2.0,0.6200000000000001,-5.880000000000001,15.0,0.5313,Low,3.0
synthetic,15.47,6.02,9.48,2.11,0.45,-0.16,1.23,-7.02,0.45,Moderate,
synthetic,22.99,9.95,5.04,32.73,3.0,0.37,0.08,10.47,0.5792,Moderate,
real,21.0,5.63,12.13,55.0,0.0,0.0,0.0,0.0,0.5308,High,2.0
synthetic,8.41,3.72,6.79,89.95,-0.52,-0.09,-0.03,-12.06,0.5119,Moderate,
synthetic,6.15,3.8,5.8,28.29,0.73,0.78,0.05,-0.37,0.3249,Low,
synthetic,28.41,3.12,6.9,55.37,0.11,-0.44,1.25,-1.45,0.5377,Moderate,
synthetic,13.21,8.28,11.76,45.74,-0.32,0.14,-1.12,-7.63,0.6491,Moderate,
synthetic,35.59,3.13,7.69,86.88,0.75,0.8,-0.07,0.03,0.6781,High,
real,21.0,5.0,12.13,55.0,-8.0,-2.5,-12.87,-10.0,0.5151,Moderate,4.0
synthetic_balance,38.69,5.63,8.94,85.74,-4.0713,-0.0057,-0.4855,3.1494,0.7848,High,2.0
synthetic,8.44,2.88,11.88,44.4,-1.17,0.34,-1.69,21.38,0.4833,Moderate,
synthetic,22.19,2.44,9.24,27.76,-4.22,-2.2,0.23,15.15,0.4617,Moderate,
synthetic_balance,39.46,4.34,10.98,84.44,-1.9884,-0.4317,1.1267,-10.2496,0.7622,High,2.0
synthetic,1.57,5.64,2.81,84.43,2.22,0.87,-1.37,3.06,0.4202,Moderate,
real,12.0,1.25,6.88,30.0,-5.0,-3.13,-5.87,-20.0,0.2501,High,4.0
real,21.0,6.25,12.13,50.0,-2.0,1.87,0.0,-10.0,0.5338,High,3.0
synthetic,3.45,9.41,5.87,82.89,3.7,-0.39,-1.18,-8.35,0.5862,Moderate,
synthetic,32.95,4.25,4.31,51.37,4.43,0.28,-0.46,4.98,0.5305,Moderate,
real,18.0,4.38,12.13,75.0,0.0,0.0,0.0,0.0,0.5308,High,2.0
synthetic_balance,40.0,6.07,10.32,100.0,-0.8469,-0.1795,-0.4651,4.2094,0.8457,High,3.0
real,29.0,7.5,21.88,75.0,0.0,0.0,0.0,0.0,0.7751,High,2.0
real,21.0,4.38,9.63,50.0,15.0,2.5,2.130000000000001,15.0,0.4621,Moderate,4.0
real,30.0,7.5,15.25,75.0,15.0,1.87,5.619999999999999,20.0,0.715,Moderate,4.0
synthetic,12.43,7.16,3.48,15.97,-2.65,0.09,-0.29,7.45,0.3691,Low,
synthetic,23.82,7.19,6.17,21.65,-1.7,1.56,0.76,7.52,0.5114,Moderate,
synthetic_balance,29.93,4.18,9.63,78.33,3.1943,-0.3071,-0.7434,6.3607,0.6907,High,3.0
synthetic,13.34,5.88,4.74,99.9,1.0,0.05,-0.24,7.95,0.5789,Moderate,
synthetic,10.51,7.81,1.68,47.13,4.45,0.66,0.04,-5.76,0.4137,Moderate,
synthetic,30.6,2.58,8.9,11.5,-0.85,-1.99,-0.67,-3.47,0.4702,Low,
synthetic,18.65,5.73,1.26,99.85,4.06,1.02,-1.08,-12.47,0.5358,Moderate,
synthetic_balance,24.69,6.17,3.29,4.93,0.0043,-0.122,-0.0927,-0.0772,0.4244,Low,2.0
synthetic_balance,17.82,8.18,9.43,98.18,-0.8783,0.7096,-0.4547,-9.8724,0.7659,High,3.0
real,19.0,5.63,15.88,50.0,0.0,0.0,0.0,0.0,0.5433,Low,4.0
synthetic,8.8,3.74,4.9,39.68,2.6,-0.25,-0.45,-1.95,0.3498,Low,
synthetic_balance,3.13,5.31,4.42,44.35,1.2329,-0.3618,0.2462,3.5487,0.3429,Low,3.0
synthetic,20.8,8.15,4.77,69.23,-1.93,-0.41,-0.17,8.25,0.6062,Moderate,
real,29.0,8.13,21.88,80.0,0.0,0.0,0.0,0.0,0.8033,Low,4.0
synthetic_balance,20.0,8.02,6.72,66.22,3.9605,-0.2691,-0.4025,16.4819,0.6404,High,2.0
synthetic_balance,6.65,4.36,1.89,17.74,-1.7773,-0.3326,-0.6394,5.4818,0.2389,Low,2.0
synthetic_balance,4.48,4.38,1.95,27.93,-1.7807,-0.2721,-0.5723,3.9586,0.2416,Low,2.0
synthetic,23.46,5.25,11.68,82.25,3.19,1.23,1.31,-7.1,0.7268,High,
real,7.0,3.75,12.75,15.0,-24.0,-4.380000000000001,-8.75,-55.0,0.3025,High,3.0
synthetic_balance,38.5,9.78,4.88,41.34,-0.0924,0.2202,0.4823,2.2809,0.6934,High,2.0
real,14.0,1.88,6.88,15.0,0.0,0.0,0.0,0.0,0.2408,Low,2.0
synthetic_balance,30.85,7.81,11.92,62.39,-1.5901,-0.9428,1.2135,4.7651,0.7785,High,2.0
synthetic,24.23,4.29,6.52,91.67,-0.77,0.31,0.5,5.18,0.6238,Moderate,
synthetic_balance,31.53,4.64,10.94,88.6,-0.3318,0.1568,0.6955,1.1523,0.7767,High,2.0
synthetic_balance,11.01,0.1,1.55,43.97,-0.7667,0.5776,-0.7116,-1.1957,0.218,Low,3.0
synthetic_balance,33.67,5.25,11.37,75.08,-2.5929,-0.257,-0.2381,-11.481,0.751,High,3.0
synthetic_balance,33.62,3.25,7.14,87.33,1.0382,0.7396,-0.2615,-1.2304,0.6746,High,3.0
synthetic_balance,38.6,8.33,4.68,64.91,2.8588,-0.9441,1.2344,2.6963,0.6837,High,2.0
synthetic,35.7,1.11,11.54,97.76,-3.64,1.05,-1.29,-8.66,0.7357,High,
synthetic_balance,24.38,5.03,9.36,92.28,-1.3116,-0.314,0.9002,-4.8921,0.6938,Moderate,2.0
synthetic_balance,1.44,9.51,1.28,28.14,-3.6487,0.6469,1.0086,-2.0407,0.3395,Low,2.0
synthetic,18.41,1.29,6.95,89.95,-0.17,-0.92,-0.46,10.06,0.5168,Moderate,
synthetic_balance,0.98,1.18,11.24,32.64,0.6906,0.9102,0.603,-8.785,0.3444,Low,3.0
synthetic_balance,24.41,3.5,9.4,95.18,-0.4025,1.123,-0.6358,6.7474,0.6796,High,3.0
synthetic,35.04,4.57,5.28,41.14,-1.11,1.15,0.17,-0.65,0.5461,Moderate,
real,8.0,2.5,4.38,10.0,0.0,0.0,0.0,0.0,0.1813,Low,2.0
real,23.0,4.38,12.13,40.0,-10.0,-4.37,-9.37,-30.0,0.4746,Moderate,3.0
synthetic,32.63,8.96,10.63,65.81,2.19,-0.53,1.05,-4.86,0.8139,High,
real,10.0,2.5,12.75,30.0,-20.0,-5.630000000000001,-9.13,-50.0,0.3275,Low,3.0
synthetic,24.71,6.49,7.73,89.08,-1.81,0.26,-0.22,12.68,0.7003,High,
synthetic_balance,37.61,8.53,4.73,70.0,3.1327,-0.7718,1.076,2.9105,0.6974,High,2.0
real,34.0,6.88,18.38,80.0,0.0,0.0,0.0,0.0,0.7683,Low,2.0
synthetic,1.14,8.79,1.45,65.72,-2.13,-0.42,-0.18,-11.42,0.4213,Low,
synthetic_balance,36.08,1.21,11.16,100.0,-3.6968,1.0463,-1.2647,-8.4038,0.7257,High,3.0
synthetic,25.44,2.43,8.03,24.89,4.33,0.12,-1.47,-11.67,0.4495,Moderate,
real,12.0,2.5,3.75,20.0,-11.0,-6.880000000000001,-21.25,-10.0,0.225,High,3.0
synthetic_balance,7.66,3.87,2.17,76.06,0.9829,-0.4736,-0.829,-6.0833,0.3921,Low,2.0
synthetic_balance,20.74,0.4,4.52,71.53,-7.4218,1.2773,0.9985,1.8412,0.3775,Low,2.0
synthetic_balance,0.76,2.5,3.48,46.63,-0.9703,0.3436,0.8283,3.2268,0.2628,Low,2.0
real,9.0,2.5,6.88,15.0,0.0,0.0,0.0,0.0,0.2251,Low,2.0
real,31.0,8.75,12.75,75.0,0.0,2.5,-5.629999999999999,0.0,0.7275,Low,3.0
synthetic_balance,38.47,7.44,7.84,94.14,-2.1894,0.2625,-0.3356,4.3805,0.8212,High,2.0
synthetic,16.55,3.78,9.38,50.25,5.68,1.14,0.05,5.52,0.5191,Moderate,
real,31.0,8.13,25.0,60.0,8.0,3.750000000000001,11.87,10.0,0.797,High,4.0
synthetic,23.38,7.57,3.89,87.07,-1.24,0.26,0.19,-6.12,0.6342,Moderate,
synthetic,3.53,6.25,11.54,35.98,2.36,-1.61,0.25,11.7,0.5087,Moderate,
synthetic,37.07,5.4,11.1,6.87,0.73,-0.69,0.73,5.28,0.6151,Moderate,
synthetic,10.44,2.84,7.71,36.66,0.86,-0.65,-0.16,-5.38,0.3886,Moderate,
synthetic_balance,31.54,9.46,10.71,65.56,1.7153,-0.4618,1.0063,-6.3847,0.8301,High,3.0
synthetic_balance,11.15,3.71,3.71,31.61,-2.5086,-0.0102,0.3415,-4.1312,0.3327,Low,3.0
synthetic_balance,37.46,8.86,11.61,48.8,-2.1233,0.1835,0.8842,-9.6878,0.7911,High,3.0
synthetic_balance,20.07,7.31,6.79,62.11,3.4923,-0.1038,-0.417,16.6181,0.6357,High,2.0
synthetic,12.33,7.39,9.38,52.95,-3.48,-0.72,-0.08,14.14,0.5896,Moderate,
real,21.0,6.25,10.0,45.0,0.0,0.0,0.0,0.0,0.5,High,4.0
synthetic_balance,20.73,9.32,8.78,81.54,5.7168,-0.2032,-0.651,-14.2081,0.7666,High,2.0
real,27.0,7.5,10.63,80.0,0.0,0.0,0.0,0.0,0.6626,Low,2.0
synthetic,36.2,9.31,3.85,66.67,1.23,0.17,-0.41,-13.14,0.706,High,
synthetic_balance,34.53,1.49,10.15,83.25,1.6597,0.215,-0.1309,-4.438,0.6809,High,2.0
real,23.0,4.38,15.25,55.0,15.0,3.13,5.25,30.0,0.5433,High,3.0
synthetic_balance,9.61,2.17,5.21,80.92,0.3314,-0.3886,-1.3866,10.9718,0.4063,Low,2.0
synthetic_balance,22.53,2.95,1.62,21.03,1.2855,0.0503,-0.3082,-8.2845,0.3334,Low,3.0
synthetic_balance,6.67,0.97,4.83,28.83,-3.0282,-0.2649,0.7925,-11.1825,0.215,Low,3.0
synthetic_balance,1.08,2.9,4.81,43.93,1.7101,-0.1761,1.003,6.614,0.3051,Low,2.0
real,35.0,7.5,25.0,85.0,15.0,3.75,18.12,40.0,0.8688,Low,3.0
synthetic_balance,37.15,4.06,11.21,78.67,-1.9306,-0.6212,1.0581,-8.6816,0.7803,High,2.0
synthetic_balance,33.75,5.95,10.12,76.42,-0.8905,0.3153,1.4778,-15.301,0.7432,High,2.0
synthetic,35.54,9.94,1.14,25.18,0.85,-0.15,-1.73,4.11,0.5573,Moderate,
synthetic,10.23,7.75,7.56,72.36,4.78,-0.56,0.37,-6.17,0.5962,Moderate,
synthetic,22.73,0.41,2.97,53.55,4.32,-1.02,-1.04,-4.63,0.348,Low,
synthetic_balance,35.51,7.03,7.31,74.02,-4.2047,0.3606,0.5975,-15.645,0.7632,High,3.0
synthetic,14.54,5.64,9.28,1.33,2.82,0.85,-1.26,-3.4,0.4285,Moderate,
real,12.0,3.13,6.5,25.0,0.0,0.6299999999999999,-3.5,5.0,0.2808,Moderate,3.0
synthetic_balance,0.84,7.38,0.29,31.64,3.5361,-0.0725,-0.0045,-0.1853,0.2644,Low,3.0
synthetic_balance,34.37,6.41,6.95,76.13,-1.1642,-0.1555,0.9982,8.691,0.6988,High,3.0
real,29.0,8.13,18.75,80.0,0.0,0.0,0.0,0.0,0.772,Moderate,4.0
synthetic_balance,19.63,7.74,7.03,70.16,2.9142,-0.2932,-0.261,15.7195,0.6449,High,2.0
synthetic_balance,15.61,5.71,3.64,10.5,1.6754,-0.5364,-0.7123,-5.0603,0.3386,Low,2.0
synthetic,22.41,6.98,11.81,23.46,-1.11,-0.03,-0.81,-10.42,0.6192,Moderate,
synthetic,10.55,9.13,6.26,83.5,3.68,1.22,-0.88,3.42,0.6334,Moderate,
synthetic,22.44,1.6,11.14,99.47,4.71,-1.46,1.8,-5.65,0.661,Moderate,
synthetic_balance,5.56,4.19,7.15,9.12,-4.5071,0.6399,1.124,-2.6498,0.3204,Low,2.0
synthetic,1.95,8.02,5.48,15.2,-2.71,-0.98,-1.11,5.96,0.3648,Low,
synthetic_balance,22.7,3.32,9.73,95.78,-0.9573,1.091,-0.6252,9.1065,0.6696,High,3.0
real,20.0,5.63,15.88,50.0,0.0,0.0,0.0,0.0,0.5496,High,2.0
synthetic_balance,36.4,3.45,7.5,84.22,-0.0311,0.6827,-0.0081,-1.1316,0.6844,High,2.0
real,21.0,5.63,15.88,60.0,0.0,0.0,0.0,0.0,0.5808,High,2.0
synthetic,5.28,1.55,1.03,8.13,2.49,-0.42,-0.3,-6.88,0.1136,Low,
synthetic,39.83,5.45,10.13,96.07,-1.55,-0.29,-0.47,5.11,0.8364,High,
synthetic,34.01,6.04,6.49,77.64,-0.9,-0.03,0.93,9.29,0.6929,High,
synthetic_balance,28.99,2.06,1.19,23.98,2.5077,-1.0995,-0.8985,3.6803,0.3273,Low,2.0
real,24.0,5.0,6.88,70.0,0.0,-0.6299999999999999,2.5,15.0,0.5188,Low,3.0
synthetic,3.27,2.31,9.49,10.68,-1.28,0.49,-0.53,9.74,0.3027,Low,
real,12.0,2.5,12.75,20.0,-19.0,-5.630000000000001,-8.75,-60.0,0.315,Moderate,3.0
synthetic_balance,26.09,5.59,9.13,66.77,1.4023,-0.1127,1.4336,1.0083,0.6866,High,3.0
real,30.0,8.13,21.88,80.0,0.0,0.0,0.0,0.0,0.8096,Low,2.0
real,24.0,5.63,12.75,60.0,0.0,0.0,0.0,0.0,0.5682,Low,4.0
synthetic,39.11,9.78,4.94,37.2,-0.41,0.27,0.31,1.76,0.6849,High,
synthetic_balance,17.55,0.47,4.1,67.35,-6.2727,1.2884,0.358,1.1063,0.3742,Low,2.0
synthetic,0.59,4.94,5.04,36.02,-0.93,0.6,0.73,10.69,0.3222,Low,
real,31.0,6.88,15.25,95.0,0.0,0.0,0.0,0.0,0.7557,High,4.0
synthetic,25.99,6.26,0.52,78.93,0.04,0.48,-1.23,-0.68,0.5272,Moderate,
synthetic_balance,6.5,0.0,3.67,36.36,-3.2841,1.1078,0.4944,8.4743,0.2339,Low,2.0
synthetic_balance,29.86,2.75,1.94,18.81,2.563,-0.2316,0.0261,-9.0459,0.3484,Low,2.0
real,12.0,2.5,10.0,20.0,0.0,0.0,0.0,0.0,0.2875,Low,2.0
synthetic,0.15,6.52,1.16,79.63,-0.2,-0.61,-0.39,-10.29,0.3873,Low,
synthetic_balance,23.32,5.15,1.85,27.42,0.5538,0.2432,-0.1999,-2.5535,0.386,Low,2.0
real,22.0,5.0,12.75,45.0,12.0,1.25,6.25,30.0,0.5025,Moderate,3.0
real,31.0,8.75,19.0,80.0,1.0,2.5,0.25,0.0,0.8025,Low,4.0
synthetic_balance,19.64,6.43,8.9,81.83,0.4394,0.5768,-0.7407,3.8748,0.6725,High,2.0
synthetic_balance,21.32,7.94,7.11,70.88,3.2227,-0.1148,-0.2704,16.2026,0.6486,High,2.0
synthetic_balance,38.35,1.79,12.01,68.18,3.1949,0.0616,-0.7101,9.7198,0.6808,High,2.0
synthetic_balance,10.21,3.74,2.16,4.83,0.396,0.2614,1.0114,-3.0193,0.2194,Low,2.0
real,23.0,3.13,12.75,70.0,0.0,0.0,0.0,0.0,0.5245,Moderate,4.0
synthetic_balance,27.26,6.34,8.16,94.72,-1.2228,0.1178,-0.3179,12.136,0.7043,High,3.0
synthetic,10.22,2.42,1.16,74.98,-1.87,0.07,-0.7,-5.62,0.336,Low,
synthetic,31.78,7.65,5.4,30.45,-0.3,0.85,-0.45,6.66,0.5784,Moderate,
synthetic_balance,9.73,5.19,1.01,13.83,0.6027,0.314,-0.2339,3.6007,0.2459,Low,2.0
synthetic,8.76,3.67,4.21,78.41,-3.66,0.77,0.01,-2.76,0.43,Moderate,
real,23.0,4.38,15.88,55.0,0.0,0.0,0.0,0.0,0.5496,Moderate,2.0
synthetic_balance,6.11,3.31,0.95,65.24,-5.985,0.5794,-0.5623,-6.2425,0.3268,Low,2.0
real,20.0,3.13,13.13,45.0,-13.0,-5.000000000000001,-5.869999999999999,-25.0,0.4471,Moderate,4.0
synthetic,11.76,5.54,11.14,37.27,0.98,0.28,-0.46,5.98,0.5372,Moderate,
synthetic_balance,8.42,3.27,1.23,58.43,-6.4701,0.6341,-0.5307,-5.6507,0.3199,Low,2.0
real,9.0,1.88,3.75,25.0,0.0,0.0,0.0,0.0,0.2033,Moderate,2.0
synthetic,19.34,6.47,1.08,80.62,-5.32,-0.09,-0.29,2.48,0.5065,Moderate,
synthetic_balance,14.42,3.73,3.07,5.72,0.5837,0.0658,0.854,-0.5239,0.2251,Low,2.0
synthetic_balance,5.47,0.61,4.82,33.58,-1.6123,-0.2277,0.8397,-12.2354,0.254,Low,2.0
synthetic_balance,2.71,1.2,5.55,77.82,2.0825,-0.5534,-0.7959,-3.2494,0.4021,Low,2.0
synthetic,12.69,4.15,8.72,6.27,-3.47,0.08,0.02,-12.01,0.3804,Low,
real,34.0,8.13,21.88,85.0,0.0,0.0,0.0,0.0,0.8471,Low,4.0
synthetic_balance,4.0,3.63,4.95,30.43,0.9841,0.8444,-0.1135,-1.8361,0.3393,Low,2.0
synthetic_balance,19.56,0.72,4.69,71.63,-7.4267,1.3524,0.6891,0.4697,0.3796,Low,2.0
synthetic,14.06,5.73,9.69,1.13,-0.98,-1.26,-0.15,8.98,0.4359,Moderate,
real,10.0,3.13,6.5,30.0,-10.0,-3.12,-0.3799999999999999,-20.0,0.2808,Moderate,3.0
synthetic,21.14,8.25,11.77,73.95,-1.9,-0.1,0.1,-9.67,0.7685,High,
real,28.0,9.38,15.25,65.0,0.0,0.0,0.0,0.0,0.7245,Moderate,4.0
synthetic_balance,33.5,5.58,8.31,72.21,0.477,0.1959,-0.4104,-5.3262,0.718,High,2.0
real,9.0,2.5,6.88,35.0,0.0,0.0,0.0,0.0,0.2751,Low,4.0
synthetic,2.09,7.96,9.82,24.74,-3.68,-0.33,-0.07,7.39,0.4784,Moderate,
synthetic,33.82,3.48,11.16,50.39,2.51,0.36,1.51,-1.88,0.657,High,
synthetic_balance,15.37,6.77,1.96,12.53,-2.1517,1.0168,-1.4985,-9.2727,0.3534,Low,2.0
synthetic,32.46,8.18,5.08,21.18,4.49,-0.67,0.45,1.29,0.5662,Moderate,
real,10.0,1.25,3.75,15.0,-6.0,-4.38,-11.5,-35.0,0.1688,Moderate,4.0
synthetic_balance,8.08,0.51,4.98,22.38,-2.925,-0.3038,0.8022,-13.7451,0.2168,Low,2.0
synthetic_balance,35.24,8.2,16.0,66.21,0.5641,0.3573,-0.6846,-3.7988,0.813,High,3.0
synthetic,8.57,3.75,1.62,78.89,0.95,-0.42,-0.75,-4.2,0.3783,Low,
synthetic,17.4,6.24,7.23,59.91,0.53,-0.07,0.77,6.01,0.5651,Moderate,
